几乎 非常 残余物 浓烈 都 还 大 还 最 居然 明显 难道 真 从来 强烈建议	n
太 五彩缤纷 还 再	n
一律 已 满 残余物 约 厚 竟然 很 差 不 不 马上 名不符实 不 热	n
少 下大力气 到处 都 很 奢侈 才 却是 还 比较 方便 很 几乎 一定 有时候 不 都 太 远 约 大约 严重 才 刚 是不是 还 不错 再	n
绝对 绝对 绝对	n
都 很 好 很 好 才 很好 最差 先 黑暗 居然 长期 已经 脏 明显 居然 居然 再 已经 已经 很大 还 迟缓 居然 直接 晕头转向 根本 不 同意 根本 麻烦 只 更 差 好 只 不 长久 无异	n
破旧 根本	n
都 不 大 旧 更是 残 不 真的	n
原来 不敢恭维 硬说是 很 不爽	n
太 很小 再	n
小 不好 大 不通	n
比较 繁华 必胜客 还 坏 不 郁闷	n
最差 贵 再	n
较晚 都 只好 非常 差 到哪去 马上 仍 未 再次 一路上 不停 特别 浓 潮湿 破旧 黑白 顶多 竟然 都 连通 安全 蛮横 截然 不爽 打电话 已经 一口咬定 反复强调 最终 极其 不 相当 不爽 不 爱理不理 清楚 差 太 快要 残缺 当即 少 才 大步 当然 惨 不 非常 非常 好 非常 忠诚 认真 极 不 坚决	n
不好 特别 不 硬 只好 简直 不敢相信 难道 始终 不 安全 提心吊胆 不好 不好 别扭 不 安全 不 舒服 很	n
相当 都 奇大 都 丢到家 强烈要求	n
相当 不好 靠远 没 好 差 未经 同意 还 不	n
最差 刚 久 都 周围环境 复杂 脏乱差	n
非常 其实 都 都 不 繁华 高 很 老 都	n
都 不 比较 偏 一边 竟然 都 都 还 冷	n
不 高 偏贵	n
嘈杂 非常 不好	n
比较 好 高 低 竟然	n
比较 干净 不 还	n
非常 差 硬 很 高 很 差 不 熟练 根本 不	n
不 太 都	n
高 脏乱差 很大 刚 不 坏 不 好 都 不 好 便宜	n
真是 感觉不好 竟然 不 努力	n
旧 很 差	n
少 竟然 当然 不 强烈 通风机 马上 叹为观止 幸好 很大 都 买一送一 足 一定	n
较贵 比较 偏 较差 清清楚楚 都 慢 居然 挺 长时间 赶快 快 干净 漂亮 大 很 高 便宜 都 直接 便宜 经常	n
很小 还 很大 稍 高	n
不错 大失所望 昏暗 极其 恶劣 还 其实 也许 没 不错 顿时 不得了 简约 宽敞明亮 很 舒服 同样 正是 赶紧 才 竟然 才 同样 更 低廉 二话不说 欣 更 便利 同样 清楚 好好	n
太 还 强烈 不	n
冷淡 不好 干净 对不起 却 无效 再	n
简直 受不了 居然 居然 简直 太慢	n
原来 满 胆战心惊 破旧 很 难 才 昏暗 太 不断 原来 不 事先 较大 却 原来 原来 说不 当然 都 坏 打电话 变不 没人住 一壶水 都 先 不好 不敢 匆忙 才 不 毕竟 再 奇快 拨号上网 打游戏 还 还 呜呜	n
比较 差 老 旧 居然 到处 非常 不 舒服 都 一致 坚决	n
未 非常 郁闷 居然 还 正常 真不知道 是不是 太 轻松 不 大打折扣	n
小 只 很 不怎么样	n
也敢 差不多 缺根弦 不热 差 不好 还 还 到底 真是 不 再	n
比较 小 低 也许 很 旧 都 不 太 不正	n
比较 小 低 也许 很 旧 都 不 太 不正	n
好 都 不 不在意 大 极 不小 居然 不 不 最 打电话 还 才 好 都 不	n
很差 很 近 还 偏 高 不 早 真是 比较 永远	n
已 很 必 很 有明 少 很 很 不 都 最差 不再	n
很小 不 干净 脏 都 不敢 好 慢 很好 真 不	n
很 打电话 居然 再	n
不 脏兮兮 太 差 都 已	n
重来 恶劣 必须 再定 已经 居然 不 不 按规定 自顾自 照样 不 自终 居然 退而求其次 居然 说不 还 自然 不言而喻 不 便宜 没什么 还 高 根本 配套 简直 差 到极点 居然 很小	n
令人费解	n
比较 不好 都 清楚 真 小 随便	n
近 不 只 已 不复存在 重新 不 干净 形同虚设 根本 不紧 截然不同 胆小 不 踏实 再 好 才	n
强烈 不 居然 郁闷 好 真的 不爽 不 冷冷的 大 比较 小 干净 甚远 都 都 非常 不好 的确 都 坏 已经 积分 早就 太 不爽 不少 真的 严重	n
刚 很浓 不 稳	n
还 不怎么样 贵	n
简单 很 差 不好	n
很大 差 差 差 永远 再 差	n
强烈 不 居然 郁闷 好 真的 不爽 不 冷冷的 大 比较 小 干净 甚远 都 都 非常 不好 的确 都 坏 已经 积分 早就 太 不爽 不少 真的 严重	n
刚 很浓 不 稳	n
简单 很 差 不好	n
很大 差 差 差 永远 再 差	n
准时到达 还 卫生 稍后 才 卫生 还 都 卫生 已经 却 差 准时到达	n
准时到达 还 卫生 稍后 才 卫生 还 都 卫生 已经 却 差 准时到达	n
最差 很小 小 居然 快 漫出 很脏 再	n
顶多 黑咕隆咚 很小 挺 好 有求必应	n
最差 老 乱七八糟 比较 方便 非常 不 混乱 正好 从来 都 都 同样 竟然 都 长 都 只好 吃不上 都 完全 都 不 好 又坏了 非常 郁闷 都 不 安全 马上 完全 敷衍了事 都 没 都 真实 稍 厉害 还 真是	n
直接 很 奢望 再 远远 不 极为 闷热 竟然 太 怕热 强烈要求 常年 不	n
不 干净 再 比较 好	n
很 差 很 差 不 方便 配套 都 很	n
太 差 黑 硬 不好 舒服 还 长途汽车站 蛮 方便	n
都 都 不好 还 贵 真是 晦气	n
还 一次性 不 一次性 明显 不好 仔细 容易 随便 一次性 是不是 鲜明	n
最 不好 不好 早点 不好 太 不 好好 麻烦 好	n
都	n
还 大 连续 是不是 其实	n
马上 尤其 面目全非 都 才 其实 都	n
绝对 太 差 马路上 乱七八糟 硬是 强烈建议 不 少 强烈建议	n
差 差 奸 大 好 很 好 很	n
非常 最 居然 没什么 非常 非常 不好	n
差 不 清楚 无奈 很小 柔和 不 才 竟然 歪曲事实 还 不 顿时 气得无语 终于 前因后果 不 难道 新 才 还 不错 刚 还 很 好 已经 快 才 终于 成功 贵 不实 不满 最 郁闷 您好 再次 详尽 再次发生 再次 都 相同 深 真心 亲切 确实 一段时间 更新 已 大幅 丰富 均衡 真诚 再次 不 愉快 最大 再次 感谢您 再次	n
很 差 明显	n
不错 比较 近 还 比较 方便	n
豪华 都 不 豪华 不 方便 特别 很 困难 没什么 比较 差 小 太 近 山摇地动 从没 只 很 不爽 好 还 比较	n
还 最差 特别 简直 莫明其妙 爱理不理 竟然 直接 竟然 都 不 最 恐怖 还 快 竟然 竟然 大概 才 打电话 更 竟然 连续 都 根本 不	n
小 都 很 难 很 差 不 干净 很痒 不 很 差 非常 差 都 还 乱 惊醒 最差 都 好	n
很 旧 不好	n
还 不错 越来越 差 非常 脏 非常 差 很 都 很 差 好 几乎 不 不 贵 健康	n
不错 干净 不足 不好 早就 太 少 已经 有线电视 还	n
太 差 小 还 高 差不多 不	n
太 差 小 还 高 差不多 不	n
很 比好 都 差 惨不忍睹	n
竟然 很 冷 刚 不 太 不 郁闷 兼职网 很快 不 高 顺便 竟然 不 长途电话	n
小 太 差 很 差 设备陈旧 随处可见 还 竟然 新 已经 快 竟然 还 极力推荐 很远 还 最为 很 近 不 小 都 不 小 都 不 才 小 原来 不 太 近 少 不 还 小 打电话 先 才 已经 不 更新 立即 小	n
共 很小 都 谈不上 打电话 未 不	n
最差 很小 小 居然 快 漫出 很脏 再	n
太 差 不 都 都 都 不 清楚 还 才 坏 都 满 不好	n
干净 不错 只 必须 极 强 不 绝对	n
刚刚 漂流 不负责任 不敢 算不上 完全 还 歉疚 蛮 真是 前车之鉴 极 不 方便 至少 再次 漂流 非常 诚恳 并对 漂流 歉疚 更 不 愉快 再次 诚挚 更好 不 约 半山腰 固定 不同	n
不错 须 不 高	n
不 还 快捷	n
不 特别 不好	n
不错 方便 都 很 差 最气 久 硬是	n
很脏 不 干净 很久没 破旧不堪 现已 欢迎您	n
很脏 不 干净 很久没 破旧不堪 现已 欢迎您	n
几乎 未 最 难以忍受 怪异 连续 确实 接触不良 不 本地连接 都 本地连接 再 已经 快 根本 必要 才 彻底 再也 不敢	n
都	n
大 小 很薄 很 都 很大 较差 约 新 刚刚 及格	n
几乎 未 最 难以忍受 怪异 连续 确实 接触不良 不 本地连接 都 本地连接 再 已经 快 根本 必要 才 彻底 再也 不敢	n
大 小 很薄 很 都 很大 较差 约 新 刚刚 及格	n
清楚 卫生 很 差 竟然 简直 难以 黑乎乎 没敢用 很浓	n
不错 太 偏 非常 不 方便 都 都 难以 高	n
不错 太 偏 非常 不 方便 都 都 难以 高	n
大 很脏 比较 干净 都 不 太 低	n
干净 不错 周围环境 不好	n
恶 偏 巨差 坚决 不	n
绝对 徒有其表 居然 着凉 再三 忽悠 闷热 都 不 大约	n
小 都 很 难 很 差 不 干净 很痒 不 很 差 非常 差 都 还 乱 惊醒 最差 都 好	n
对不起 只 才 还	n
真是 偏 都 久 很大 一住 真是 强	n
真是 偏 都 久 很大 一住 真是 强	n
差 差 差 差 到极点 太 懒 早就 不错 还 干净 随后 都 怎么回事 不了了之 不了了之 被套 都 不 还 最 终于 小 不错 马上 只 好 不 已 都 不 非 差 小 难怪 再也 打电话 简直	n
极之 打电话 再 古 大概 怎知 便 已 黑 根本 只好 打电话 已 古 豪华 最贵 最差 紧张 一定 再 自驾游 一定 太	n
不好 赶紧 非常 浓 竟然 好 真是 才 重 不 不	n
终于 一向 真的 太 大 列举如下 简直 一塌糊涂 小 大 都 都 虚假 冷热 不定 不 强劲 不 还 清楚	n
不好 赶紧 非常 浓 竟然 好 真是 才 重 不 不	n
终于 一向 真的 太 大 列举如下 简直 一塌糊涂 小 大 都 都 虚假 冷热 不定 不 强劲 不 还 清楚	n
已经 死气沉沉 都 还 很难说	n
周围环境 还 非常 嘈杂	n
凑合着	n
挺 不 高 不	n
严格 明细单 不 还 一定 严格	n
还 真敢 贵 差 热 根本 不起作用 打电话 居然 自然风 自然风 明显 高 不 难吃 长途 清单 差不多	n
只 才 快 只好 还 吃晚饭 永远 不通 竟然 都 反正 都 还 差 不 大 还 脏 真是 不	n
先 好 比较 新 不好 比较 差 不 麻烦 都 只好 贱 顺便 冷 打电话 冷 好 还 必须 最烂 只 很 差 再	n
不 非常 简陋 没 决不 都	n
很 老 很大 不错 不错	n
不 非常 简陋 没 决不 都	n
很 老 很大 不错 不错	n
周围环境 还 非常 嘈杂	n
不 干净 竟然 脏 比较 旧 太 差 竟然 比较 差 再	n
遗憾 竟然 暖 才 暖 其实不然 都 还 便宜 不好 也许 太好了 早 不 太 干净 竟然 干净 反正 不要紧 大 已经	n
尚可 卫生 斑斑 还	n
几乎 不 再也 居然 一边 真是 仅	n
糟糕 说实话 白 都 旧 一次性 很 稀 不 干净 不 惊醒 再也 都 最 糟糕 阴暗 潮湿 其实 稍加 只 打电话 简直 太 差 先 比较 好 还 还 真	n
还 不 才 最脏 最差	n
到处 非常 才 干净 非常 差 非常 差 非常 不 舒服 不 干净 根本 够不上 太 竟然 非常 根本 没什么	n
差 冷 太 差	n
高 偏	n
不好 豪华 一定 远 都 不 干什么 豪华 好 豪华 至少 很大 不	n
不 贵 大 不 舒服	n
很小 太 差 脏	n
竟然 比较 老	n
不 没人来 只好 还 正面 居然 正面 完好 幸好 没有碰过 终于 不少 不 还 不错 再也不会 糟糕 春熙路 其实 还 差不多	n
还 真是 都 旧 还 都 还 满 难 满 方便 很 差 对不起 还	n
不好 豪华 一定 远 都 不 干什么 豪华 好 豪华 至少 很大 不	n
很小 太 差 脏	n
竟然 比较 老	n
不 没人来 只好 还 正面 居然 正面 完好 幸好 没有碰过 终于 不少 不 还 不错 再也不会 糟糕 春熙路 其实 还 差不多	n
还 真是 都 旧 还 都 还 满 难 满 方便 很 差 对不起 还	n
已经 差 居然	n
绝对 不 根本 还 小 少	n
已经 差 居然	n
不错 简直 小 还 再	n
旧 新 大 比较 旧 很 黑 完全 清洁 不 好 赞一赞 软硬	n
简单 尤其 极少 差 比较 好 不 无所谓 大 方便 较佳	n
通常 少 未 就要 强迫 已 嚣张 还 先 差 差 太 差 极其 差	n
很 差 到期 再 很 不 就要 还 打电话 才 还 其实 根本 还 再 再 再也 不 根本	n
非常 差 差 比较 大 很 差 更 重要 很 难怪 不好	n
非常 差 差 比较 大 很 差 更 重要 很 难怪 不好	n
还 没想到 非常 不 居然 跑过来 眼睁睁 快 很脏 脏 供选择 非常少 清洁 居然 不 慢 坏 久 才 偏巧 大 勤奋工作 几乎 都 突然 赶紧 最 好 打电话 弄坏了 很 至今 不 不 不快 仔细 回想起来 便宜 高 不 便宜 都 不划算 您好 非常 感谢您 诚恳 不当 不悦 诚意 深 再次 不断 努力 再次	n
都 不 当然 极其 到处 都 很 最 不能容忍 到处 乱 正好 赶上 不 不敢 还	n
还 没想到 非常 不 居然 跑过来 眼睁睁 快 很脏 脏 供选择 非常少 清洁 居然 不 慢 坏 久 才 偏巧 大 勤奋工作 几乎 都 突然 赶紧 最 好 打电话 弄坏了 很 至今 不 不 不快 仔细 回想起来 便宜 高 不 便宜 都 不划算 您好 非常 感谢您 诚恳 不当 不悦 诚意 深 再次 不断 努力 再次	n
才 真 好 都 只 稍 好 不 大 非常 不 方便 最最 奇怪的是 大 先 大 再 还 更何况 全	n
才 却 大失所望 却 不 恍然大悟 恶臭 扑鼻而来 令人作呕 非常 差 反正 一早 赶紧 原来 经常 最差 简直 难以想象 都	n
不怎么样 都 再 不了了之	n
可取之处 还	n
也许 只 一切都是 旧	n
不错 差 没想到 竟然 燥热 难吃 贵 少 少 还 竟然 才 笨 还 比较	n
比较 非常 不	n
豪华 最 居然 仅 不 人来人往 很 清晰 无奈 却是 真是 宽大 舒适 直接 小 都 居然 忽冷忽热 无奈 忍一宿 还 都	n
很 差 相当 差 都 不	n
还 真不知道 很大 比如说 原来	n
挺 宏伟	n
最 糟糕 粗糙 很硬 很脏 特别 不 都	n
还 太 差 都 还 完全 还 居然 不 最终 真是 岂有此理 还 淡薄 稍微 根本 不 还 已经 不敢恭维 绝对 再	n
不 贵 差 都 不 竟然 最差	n
还 太 差 都 装傻充愣 一问三不知 根本 蛮横 出言不逊 根本 不 迟早	n
新 明显 好好 分别 明显 坏 没 轻轻 忽闪 忽暗 竟然 再 好 最大 一问三不知 都 连个 最 简单 都 不 不 沉默 稍微 好 好 配套 一次性 一次性 不 却 不 都 冷飕飕 真的 都 一定 都 再 再 事先 通常 都 好 措手不及 非常 简而言之 不伦不类 长此以往 太 长	n
脏乱差 不好 不	n
不错 喜来登 都 非常 不错 接下来 非常 才 新 打电话 最 可气 打电话 大 非常 感谢您 不快 不足 诚挚 更好 再	n
还 成旧 真的 都 不 太 太 高 说实话	n
不 一定 极重 脏 刚 好 不 不早 全 不 赔不是 好 很 差 绝对 差 不 很 千万别	n
最烂 最烂 最烂 还 发霉 绝对 居然 坏 发霉 还 差不多 还 不错 先进 再次 差 很 都 很大 热烈 刚 都 刚 随便 无话可说 不如意 清爽 干燥 最大 真诚地 欢迎您 再次	n
还 已 都 不 最	n
太 差 方便 不好	n
终于 领略到 快 快 还 好 更 不错 都 居然 黑 被单 黄 再次 一小 都 没 最气 硬实 根本 反正 出门在外 忍声吞气 正 面目可憎 根本 先 真不 再 快 再 重复 马上 都 不断 打电话 再也 不通 故意 不通 才 已经 务必 先 再 好好 您好 不尽人意 被单 都 才 事实上 非常重视 表示感谢 真诚地 都	n
很 都 很 不错 小 真的 很 糟糕 不好 居然 都 最 居然 糟糕 糟糕 居然 还 很 不 方便 竟然 很 明确 已经 相互 一边 惊诧 惊诧 有趣 是不是 已经 已经 还 打电话 是不是 已经	n
非常 相对 好 非常 重 太 大 没想到 更 糟糕 一早 打电话 非常 傲慢无礼 先 竟然 从来 没听说过 高 强烈 很 好 比上 不 合适 再	n
非常 相对 好 非常 重 太 大 没想到 更 糟糕 一早 打电话 非常 傲慢无礼 先 竟然 从来 没听说过 高 强烈 很 好 比上 不 合适 再	n
居然 居然 居然 很 糟糕	n
陈旧不堪 小 昏暗 还 早就 更新	n
都 好 高速 比较 方便 比较 差	n
更新 差 仍然 坏 才 好 差 冰冷 最差	n
很 差不多 连声 都 不 没人来 都 都 不敢 很快	n
乌合之众 根本 没 好 晕糊糊	n
鱼水之欢 好 低 只 便宜	n
鱼水之欢 好 低 只 便宜	n
不怎么样 打电话 才 迟 十来 单 没 打电话 再 还	n
不 较大 粗劣 最 糟糕 很 差 受不了 寒冷	n
脏 居然 不 到处 都 最差 郁闷	n
繁华 很杂 很 不 舒服 不 直接 不 不好 一定 清楚	n
不好 打电话	n
最大	n
还 特 浓 不 几乎 都 很 耐心	n
脏 非常 不 舒服 忽冷忽热 非常 大 只 不 佳 成功 才 坏 真是	n
确实 较晚 比较 差 不 不 很 差 吃海鲜	n
不 方便 还	n
还 刚好 根本 大 远 不 都 真的 再也 不 便宜 根本 重 白	n
假 最	n
最差 都 小 潮湿 连张 都 最多 还 特毒 还 奉献精神	n
卫生 赶早	n
真实 根本 太 差 最差 正常 都 特别 清楚 根本 居然 不 特别 清楚	n
才 搞清楚 少 真 都 不 真的 很 一定	n
自停 到手 好	n
最 滥 都 千万别	n
已经 不 愉快 正 不通 一定 还 好 很 居然 不 苦 太 差 居然 上上下下 重新	n
不 远 没人会来 太 生硬 上上下下 自说自话 强硬 不 乌烟瘴气 聪明 却 完全 相对 真不知道	n
一定 没有冬天 同样 高 愉快 才	n
太 不好 不好 不好	n
太 不好 不好 不好	n
很 差 非常 差 少 曾	n
太 糟糕 很小 差 太 远 不好	n
一次性 竟然 糟糕 手拿着 一早 竟然 好 竟然 不 是不是 很高 随意性 强烈呼吁 真的 糟糕 您好 久久 不能平静 感谢您 短 正规 都 很	n
真的 无话可说 不 舒服 还 直接 不 不 漆黑 凑合着 先 全 大 只好 才 不 冷 不 不 打电话 脏 都 没 都 没 干什么 还 不 发现自己 根本 还 不 好 已经 赶紧 是非之地 打电话 打电话 快 早就 少 不能不	n
真的 无话可说 不 舒服 还 直接 不 不 漆黑 凑合着 先 全 大 只好 才 不 冷 不 不 打电话 脏 都 没 都 没 干什么 还 不 发现自己 根本 还 不 好 已经 赶紧 是非之地 打电话 打电话 快 早就 少 不能不	n
真的 脏	n
才 算一天 才 打电话 还 再 都 不	n
才 算一天 才 打电话 还 再 都 不	n
还 再 再 大 比较 全 还 方便 很 方便 相对 比较 很 差 特少 特慢 卫生 很 差 才 被套 都 脏 不 太 干净 很 旧	n
大 只好 完全 其实 清洁 不敢恭维 方便 干净 舒适 清洁 完全 太 好 淡 也许 都	n
经常 低 不 居然 一边 急切 无奈 全然 无动于衷 小 其实 小 情况严重 居然 很 不 方便	n
不折不扣 坏 惟独 伤害 慎重 随身携带 都 岂有此理 完全 言之有物 言之有据 真实 真正 积极 至今 更是	n
太 差 未 明显 根本 不 再	n
不 到底 直接 真	n
贵	n
有时候 都 坏	n
还 干净 不好 极其 不 都 大概 极其 大	n
最大 比较 不 都 不敢苟同 少 不 却 不 低	n
不 到底 直接 真	n
贵	n
有时候 都 坏	n
不错 比较 干净 还 不 太 方便 挺 冷 太 大 都	n
豪气万千 却是 名不副实 卫生 差 设备简陋 灰暗 算不上 绝对 再	n
小 都 从来 还 不怎么样 都 当然 坚决 再 不	n
小 大 不直 不 还 方便 必须 正确 必须 小	n
才 不耐烦 还 先是 模糊地 差不多 很 不耐烦 比较 丰盛 比较 好 却 大不一样 冷 却 少 聚在一起 根本 不 赫然 恍然大悟 突然 一再 打电话 没想到 居然 改口说 不 再也不会 再也不会 每天晚上	n
都 还 绝 刚 好	n
比较 差 真的 很 差 黑 已经 就要 太 安全	n
真的 脏	n
太 偏	n
非常 不好 居然 早就	n
太 老 旧 都 还 不 最 可气 竟然 四舍五入 不 才 好 太过分 随随便便 反正 便宜	n
不通 难道 好 不好 不好 不 直接 早就 大 却 满 还 大清早 好 完全 不断 还 不 老 旧 肮脏 没什么 简直 还 一大 早 马上 原来 很 至少 常 亲切	n
不 简直 不讲道理	n
刚 极 恐怖 还 未 还 都 才 还 打电话 不少 不怎么	n
臭气熏天	n
原来 潮湿 特别 几乎 臭 很 差 偏僻 交通不便 值得一提的是 较贵 不错 不 比较 偏僻 近 几乎 随时 周边环境 好 很 好 旧 新 干净 旧 脏 新 干净 很 好	n
普遍 低 还 重要 惊喜 最大 太 偏 略 更 一边 另一边 较窄 很小 直接 直接 相当 偏僻 很 太 差 很 清楚 小 旧 特别 脏 也许 飘过来 原来 好 一早 打电话 才 幸好 不 着急 才 对此 彻底 终于 先 太 偏 打电话 忽悠 不 匆忙 才 只好 都 大吵大闹 毕竟 小 差不多 都 好 贵	n
太 低 物有所值	n
最大 比较 不 都 不敢苟同 少 不 却 不 低	n
太 差 坏 居然 抠出来 坏 还 很 不 舒服	n
太 差 坏 居然 抠出来 坏 还 很 不 舒服	n
还 还 太 差	n
豪华 好 没 强烈要求 的确 不 这样一来 非常 不好	n
太 差 都 再 坏 差 差 完全	n
差 发霉 出奇 比较 差 完全 不	n
豪华 最好 原来 大 简陋 才 热 不能自己 非常 都 都 都 不 大 原来 原来 很 很矮 非常 旧	n
差 太 差	n
好不容易 却 已经 豪华 没 豪华 很 好 好 再也 不	n
不 方便 搞不懂 却	n
无动于衷 已经 不 打电话 先 还 差 已经 真 干什么 真的 很 差 莫名其妙 这一来 更 都 不好 时冷时热 都 才 简直 天壤之别 一早 太 差 再也不会 非常 傲慢	n
根本 很 差 已 不 甚远 都 全 昏暗 特 郁闷 太 差 真是 不 更 有意思 是不是 还 已不多 老 还 少 根本	n
根本 不 事先 还 完整 极薄 太 太慢	n
不怎么样 根本 不 慢 你好 都 旧 隔起来 全 忽冷忽热 比较 打电话 至少 麻烦 好不容易 难吃 还 随便 小 根本 愤慨 打电话 难道 很大 久 已经 好 最 很 好 特别 好 很 远 不足 无法忍受 太 差 呻吟声 简直 都 很 清晰	n
还 差 很 不好 互相 很 难	n
太 差 特别 好不好	n
都 很 小 没什么 太 略 贵	n
